job,website,company,salary
技术经理（环保事业部）,http://company.zhaopin.com/%E5%8D%97%E4%BA%AC%E7%80%9A%E5%92%8C%E8%BD%AF%E4%BB%B6%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC393372826.htm,南京瀚和软件技术有限公司,15001-20000
DBA/数据库运维工程师学徒五险一金地铁口,http://company.zhaopin.com/CC497694825.htm,阜宁阜惠科技信息有限公司,4001-6000
Web信息安全工程师助理,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,4000-6000
美国分公司总经理（外派驻扎美国）,http://company.zhaopin.com/CC383825936.htm,南京蓝筹网络科技有限公司,10001-15000
IT行业实习生可培养物流/制药/车辆/船员/水手/航海专业接收转行,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,3000-6000
大中华业务线—JAVA/安卓/IOS/PHP实习生,http://company.zhaopin.com/CC451297433.htm,南京中卓软件有限公司,4001-6000
系统架构设计师助理/实习生（双休+餐补）,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
Java开发工程师助理/双休+补贴,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
南京直招java/安卓/html5软件开发实习生,http://company.zhaopin.com/CC451297433.htm,南京中卓软件有限公司,4001-6000
.NET开发工程师助理 高薪培养待遇优,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,3000-6000
初级软件测试工程师学徒/接收理科生转行,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,3000-6000
ios开发工程师助理/ios开发实习生包住宿,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
接受0基础PHP开发实习生/PHP工程师助理,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
初级软件测试工程师/助理,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
初级Java软件开发工程师（地铁口）,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
c++工程师 接收转行,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-6000
软件工程师/软件测试工程师助理+双休五险,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-5000
诚聘php开发实习生/php开发助理（双休）,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,4001-6000
web前端开发工程师助理/web学徒,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-5000
5K动漫游戏创意设计学徒,http://company.zhaopin.com/%E5%8D%97%E4%BA%AC%E8%BE%BE%E5%86%85%E8%BD%AF%E4%BB%B6%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC247018017.htm,南京达内软件有限公司,4001-6000
软件开发工程师助理/软件实施学徒双休+提成,http://company.zhaopin.com/CZ898937330.htm,南京爬虫信息科技有限公司,3000-5000
java开发工程师助理/实习生 双休,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
高级.net/C#软件工程师,http://company.zhaopin.com/CC478159319.htm,慧咨环球(中国)信息技术有限公司南京分公司,15001-20000
Java开发应届生 专业不限+双休,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-5000
Java软件开发实习/接收应届生可培养,http://company.zhaopin.com/CZ898937330.htm,南京爬虫信息科技有限公司,3000-5000
初级Java开发学徒 接受转行,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-5000
ui设计师,http://company.zhaopin.com/CC628966630.htm,南京燕麦信息科技有限公司,6001-8000
Android开发工程师/Android技术经理,http://company.zhaopin.com/CZ517905980.htm,江苏趣付宝网络科技有限公司,8000-15000
技术支持工程师,http://special.zhaopin.com/pagepublish/42032301/index.html,南京信安宝信息科技有限公司,5000-10000
Android开发工程师/Android技术经理,http://company.zhaopin.com/CZ517905980.htm,江苏趣付宝网络科技有限公司,8000-15000
测试工程师,http://company.zhaopin.com/%E6%B5%99%E6%B1%9F%E9%80%9A%E7%AD%96%E6%8E%A7%E8%82%A1%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC146133288.htm,浙江通策控股集团有限公司,6001-8000
前端开发工程师,http://company.zhaopin.com/P3/CC2309/5762/CC230957621.htm,江苏省捷达软件工程有限公司,10000-15000
初级软件测试工程师 理科生转行可投,http://company.zhaopin.com/CC628583138.htm,南京正诺软件技术有限公司,4001-6000
网站开发,http://company.zhaopin.com/CZ613516730.htm,成都迈锐特信息技术有限公司南京分公司,6001-8000
软件总监,http://company.zhaopin.com/CZ555683320.htm,南京智行信息科技有限公司,15000-25000
实施工程师,http://company.zhaopin.com/CC375907237.htm,江苏全医佳电子商务有限公司,4001-6000
JAVA组主管,http://company.zhaopin.com/P6/CC1396/8275/CC139682758.htm,南京华设科技股份有限公司,15001-20000
java高级开发工程师,http://company.zhaopin.com/CC455355235.htm,广州汇智通信技术有限公司北京分公司,13000-26000
java高级开发工程师,http://company.zhaopin.com/CC372279282.htm,南京积生活电子商务有限公司,15000-30000
UE/UI设计师,http://special.zhaopin.com/pagepublish/45319748/index.html,南京国朗信息科技有限公司,4500-8000
高级JAVA软件工程师,http://company.zhaopin.com/CC444192631.htm,上海弘人网络科技有限公司南京分公司,12000-18000
软件开发工程师（高级）,http://company.zhaopin.com/CZ276853710.htm,北京国研数通软件技术有限公司南京分公司,9000-12000
.net开发工程师,http://special.zhaopin.com/pagepublish/26633163/index.html,江苏金海星导航科技有限公司,10001-15000
(包食宿)Html5前端开发实习生/html5开发工程师助理/Html网页开发,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
高级软件工程师,http://company.zhaopin.com/P2/CC1957/2851/CC195728515.htm,江苏运时数据软件股份有限公司,8000-15000
研发工程师,http://company.zhaopin.com/CZ144260500.htm,上海索辰信息科技有限公司,10001-15000
硬件工程师,http://company.zhaopin.com/CZ398634680.htm,南京水滴数字科技有限公司,4001-6000
数据分析经理,http://company.zhaopin.com/CC269536782.htm,南京普恩瑞生物科技有限公司,8000-16000
研发总监,http://company.zhaopin.com/CZ566721520.htm,江苏索派系统集成有限公司,25000-50000
售前售后技术支持工程师,http://company.zhaopin.com/P8/CC1421/9127/CC142191279.htm,中国软件与技术服务股份有限公司上海分公司,3500-5500
高级软件开发工程师,http://company.zhaopin.com/CZ523095320.htm,南京全水信息科技有限公司,12000-15000
JAVA实习生,http://special.zhaopin.com/pagepublish/45449473/index.html,南京欧米伽网络科技有限公司,4001-6000
TCMS应用工程师,http://company.zhaopin.com/%E6%B1%9F%E8%8B%8F%E5%B8%B8%E7%89%B5%E5%BA%9E%E5%B7%B4%E8%BF%AA%E7%89%B5%E5%BC%95%E7%B3%BB%E7%BB%9F%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC308053316.htm,新誉庞巴迪牵引系统有限公司,8001-10000
C#/ .NET软件工程师,http://company.zhaopin.com/CC257684739.htm,南京众信慧德网络科技有限公司,5000-10000
计算机学徒,http://special.zhaopin.com/pagepublish/45449473/index.html,南京欧米伽网络科技有限公司,2001-4000
.net开发工程师,http://company.zhaopin.com/CZ628353120.htm,上海燕谷坊农业科技股份有限公司,10001-15000
java工程师-中软南京,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4500-6000
java技术经理,http://company.zhaopin.com/CC688273822.htm,南京智装信息科技有限公司,10001-15000
php工程师,http://company.zhaopin.com/CZ627143030.htm,大牛网络科技江苏有限公司,6001-8000
6.5K起销售、机械转行软件开发(JAVA、安卓、ios方向),http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,6001-8000
中软百度业务线-软件开发实习生（java、安卓、ios、web）,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4000-5000
零基础Java/安卓实习生、助理（六险一金+双休）,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4001-6000
6-8K应届毕业生转IT行业优质就业平台（Java/Android/web前端）,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4001-6000
游戏设计/软件开发助理,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-5000
QT开发工程师,http://company.zhaopin.com/CC627477224.htm,南京华讯方舟通信设备有限公司,6000-10000
接收转行HTML5开发助理/H5前端开发工程师,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
IT技术支持/技术助理,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
急聘IT储备管理学徒/IT实习生（包住宿）,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,3000-5000
C语言工程师助理/c++工程师学徒 包住宿,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,3000-5000
IOS开发工程师,http://company.zhaopin.com/CC257684739.htm,南京众信慧德网络科技有限公司,4000-8000
安卓开发工程师,http://company.zhaopin.com/CC257684739.htm,南京众信慧德网络科技有限公司,4000-8000
java开发实习生,http://company.zhaopin.com/CZ583877180.htm,南京万聚智云科技有限公司,2001-4000
产品助理,http://company.zhaopin.com/CC557116920.htm,南京智精灵教育科技有限公司,2001-4000
cocos游戏软件开发,http://company.zhaopin.com/CZ607574480.htm,南京贝尔威泽信息技术有限公司,4001-6000
网页前端开发程序员+双休五险+待遇好,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
程序员助理5千起/可实习,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
五险+生活补贴安卓软件开发实习生/安卓程序员/安卓开发学徒/助理,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
PHP程序员 技术组长（五险+包吃包住+带薪年假）,http://company.zhaopin.com/CC512649728.htm,上海国丹医院投资管理有限公司,6001-8000
软件语言Java实习生/java开发/java程序员（,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,6001-8000
软件语言Java实习生/java开发/java程序员（,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,6001-8000
(无经验可学徒）java程序员,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,4001-6000
初级Java程序员助理/实习生/双休,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,6001-8000
初级Java程序员助理（金融项目）,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,4001-6000
php程序员/php实习生/php开发实习助理,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,4001-6000
PHP程序员 技术组长（五险+包吃包住+带薪年假）,http://company.zhaopin.com/CC512649728.htm,上海国丹医院投资管理有限公司,6001-8000
软件程序员（java/c语言等)六险一金+前景好,http://company.zhaopin.com/CC451297433.htm,南京中卓软件有限公司,4001-6000
（专业不限）互联网软件开发实习生/互联网程序员/计算机技术学徒,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,3500-5000
（专业不限）互联网软件开发实习生/互联网程序员/计算机技术学徒,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,3500-5000
php程序员/php实习生/php开发实习助理,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,4001-6000
（无经验可学徒）java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
（无经验可学徒）java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
（无经验可学徒）java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4500-7000
接受转行java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,5000-8000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4000-7000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,4500-8000
无经验可学徒java开发实习生/java程序员助理/java工程师学徒,http://company.zhaopin.com/CC497694825.htm,阜惠科技信息有限公司,5000-8000
JAVA程序员,http://company.zhaopin.com/CZ529126920.htm,南京德学信息技术有限公司,4001-6000
接受转行互联网软件开发助理/互联网程序员,http://company.zhaopin.com/CC672108327.htm,软世通信息科技集团有限公司,4001-6000
java/c++/安卓工程师、程序员（上市公司前景好）,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4001-6000
程序员,http://company.zhaopin.com/CZ253296180.htm,南京汇微达信息技术有限公司,4001-6000
程序员（JAVA 地铁口）,http://company.zhaopin.com/CC321197819.htm,苏州汇展物资贸易有限公司,4001-6000
网站程序员,http://company.zhaopin.com/CZ631553380.htm,南京皮肤宝网络科技有限公司,4001-6000
php高级程序员,http://company.zhaopin.com/CZ713780880.htm,江苏野天鹅网络科技有限公司,10000-20000
程序学徒+3k可实习,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
开发项目助理4K起,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
C++开发实习生/C语言开发工程学徒五险双休,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,4001-6000
带薪实习培养云计算学徒/云计算工程师助理,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,4000-6000
C语言/C++开发工程师助理 双休,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
包住宿五险网络管理员实习生/网管学徒,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,4001-6000
五险包住宿IT技术支持/IT维护工程师学徒,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,4001-6000
APP/游戏界面设计师,http://company.zhaopin.com/CC693200333.htm,南京韵靓网络科技有限公司,4001-6000
C语言/C++开发工程师助理（稳定+高薪）,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,4001-6000
中级Java开发工程师,http://special.zhaopin.com/pagepublish/13142484/index.html,南京三宝科技股份有限公司,8000-13000
WEB开发/PHP软件实习生(应届生优先）,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,6001-8000
JAVA开发/WEB开发/PHP软件实习生(应届生优,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,6001-8000
JAVA开发/WEB开发/PHP软件实习生(应届生优,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,6001-8000
JAVA开发/PHP软件实习 (应届生）,http://company.zhaopin.com/CC578850888.htm,苏州鑫码特软件科技开发有限公司,6001-8000
可转行+初级Java开发工程师/软件开发工程师,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,4001-6000
可转行+初级Java开发工程师/软件开发工程师,http://company.zhaopin.com/CC484451189.htm,上海赛康美信息技术有限公司南京办事处,6001-8000
腾讯业务线—JAVA/安卓实习生(六险一金+事业单位待遇),http://company.zhaopin.com/CC451297433.htm,南京中卓软件有限公司,4001-6000
初级游戏界面设计助理,http://company.zhaopin.com/CC693200333.htm,南京韵靓网络科技有限公司,2001-4000
中软银联支付系统—JAVA/安卓/IOS/软件测试实习工程师,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4001-6000
C语言/Java初级工程师/php开发,http://company.zhaopin.com/CC579751685.htm,南京赛博软件有限公司,4001-6000
统计学/会计转行java开发实习生/软件测试实习生 可应届,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,6001-8000
中软金融/烟草项目—JAVA/安卓/IOS/php工程师+待遇佳,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4001-6000
模具/机械/通信专业转行JAVA/安卓开发+带薪实习,http://company.zhaopin.com/CC658854828.htm,北京中软国际教育科技南京有限公司,4001-6000
IT技术维护助理/IT信息技术专员/IT技术支持实习生（包住宿五险）,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,3500-5000
可转行学徒+五险软件开发工程师助理/软件测试实习生/软件实施,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,4001-6000
前端实习生,http://company.zhaopin.com/CC400215737.htm,南京学码思教育科技有限公司,2001-4000
前端开发工程师,http://company.zhaopin.com/CZ644161420.htm,天津大海云科技有限公司,10000-15000
